0.065169166,0.415574005,0.311581485,0.846341295,0.948981239
0.960331909,0.114970549,0.890376431,0.519016053,0.622299888
0.617384286,0.968985907,0.150059925,0.059241771,0.802384798
0.764270503,0.207747009,0.873017404,0.517096412,0.767998684
0.594632094,0.185323098,0.53297252,0.975672649,0.602843882
0.880451776,0.68431119,0.542109288,0.61427027,0.571059533
0.820031443,0.336549717,0.038782182,0.093399145,0.564983466
0.071028032,0.174965108,0.592869672,0.393177555,0.869029453
0.842741976,0.521076127,0.993687039,0.084645172,0.169088578
0.014922931,0.208571443,0.291505329,0.351085227,0.873335267
0.526864427,0.50184918,0.17621097,0.367077041,0.809390268
0.864634723,0.872971122,0.368782151,0.264409968,0.81762458
0.455531604,0.642384555,0.771044657,0.001150364,0.08346384
0.895149287,0.235760861,0.853342146,0.836619319,0.295256752
0.816964909,0.577227362,0.244469805,0.413106565,0.304283509
0.990120299,0.831620068,0.261319839,0.364428868,0.14308466
0.984215408,0.870921654,0.092851147,0.170447562,0.460482056
0.932296249,0.220842301,0.560062364,0.926058729,0.798601976
0.377916248,0.032333729,0.814148509,0.875488535,0.419706432
0.469562545,0.980580091,0.272364318,0.510592933,0.62755361
0.568625509,0.314211832,0.873658301,0.694497453,0.875628604
0.617837436,0.260289105,0.103769461,0.633388155,0.757585381
0.844382787,0.947896457,0.526109506,0.181972453,0.088424701
0.483799294,0.567729347,0.444248204,0.355358952,0.350329407
0.554730623,0.174821628,0.784678526,0.417185951,0.445533722
0.974059562,0.173857674,0.45903151,0.97256484,0.478641174
0.793651797,0.253963596,0.211586259,0.602702714,0.861166157
0.637086682,0.107519722,0.114837445,0.452141559,0.124484008
0.139149847,0.730667429,0.723904006,0.196922313,0.352390416
0.532251628,0.796329716,0.732923012,0.472255435,0.524996869
0.489613212,0.071142524,0.385710681,0.87089564,0.048424452
0.19947809,0.792858227,0.914940444,0.705769166,0.7648226
0.614104802,0.046024293,0.326024854,0.644049279,0.972918056
0.016167282,0.326087744,0.993274124,0.825219971,0.815834095
0.113299528,0.202241136,0.644506554,0.920254233,0.36117164
0.592889883,0.719493196,0.526921033,0.55457523,0.284494403
