0.20,5.0,0.02,0.20,5.0,0.02
0.20,5.0,0.03,0.20,5.0,0.03
0.20,5.0,0.04,0.20,5.0,0.04
0.20,5.0,0.05,0.20,5.0,0.05
0.20,5.0,0.06,0.20,5.0,0.06
0.20,5.0,0.07,0.20,5.0,0.07
0.20,5.0,0.08,0.20,5.0,0.08
0.20,5.0,0.09,0.20,5.0,0.09
0.20,5.0,0.10,0.20,5.0,0.10
0.20,5.0,0.11,0.20,5.0,0.11
0.20,5.0,0.12,0.20,5.0,0.12
0.20,5.0,0.13,0.20,5.0,0.13
0.20,5.0,0.14,0.20,5.0,0.14
0.20,5.0,0.15,0.20,5.0,0.15
0.20,5.0,0.16,0.20,5.0,0.16
0.20,5.0,0.17,0.20,5.0,0.17
0.20,5.0,0.18,0.20,5.0,0.18
0.20,5.0,0.19,0.20,5.0,0.19
0.20,5.0,0.20,0.20,5.0,0.20
0.20,5.0,0.21,0.20,5.0,0.21
0.20,5.0,0.22,0.20,5.0,0.22
0.20,5.0,0.23,0.20,5.0,0.23
0.20,5.0,0.24,0.20,5.0,0.24
0.20,5.0,0.25,0.20,5.0,0.25
0.20,5.0,0.26,0.20,5.0,0.26
0.20,5.0,0.27,0.20,5.0,0.27
0.20,5.0,0.28,0.20,5.0,0.28
0.20,5.0,0.29,0.20,5.0,0.29
0.20,5.0,0.30,0.20,5.0,0.30
0.20,5.0,0.31,0.20,5.0,0.31
0.20,5.0,0.32,0.20,5.0,0.32
0.20,5.0,0.33,0.20,5.0,0.33
0.20,5.0,0.34,0.20,5.0,0.34
0.20,5.0,0.35,0.20,5.0,0.35
0.20,5.0,0.36,0.20,5.0,0.36
0.20,5.0,0.37,0.20,5.0,0.37
0.20,5.0,0.38,0.20,5.0,0.38
0.20,5.0,0.39,0.20,5.0,0.39
0.20,5.0,0.40,0.20,5.0,0.40
0.20,5.0,0.41,0.20,5.0,0.41
0.20,5.0,0.42,0.20,5.0,0.42
0.20,5.0,0.43,0.20,5.0,0.43
0.20,5.0,0.44,0.20,5.0,0.44
0.20,5.0,0.45,0.20,5.0,0.45
0.20,5.0,0.46,0.20,5.0,0.46
0.20,5.0,0.47,0.20,5.0,0.47
0.20,5.0,0.48,0.20,5.0,0.48
0.20,5.0,0.49,0.20,5.0,0.49
0.20,5.0,0.50,0.20,5.0,0.50
0.20,5.0,0.51,0.20,5.0,0.51
0.20,5.0,0.52,0.20,5.0,0.52
0.20,10.0,0.53,0.20,10.0,0.53
0.20,10.0,0.54,0.20,10.0,0.54
0.20,10.0,0.55,0.20,10.0,0.55
0.20,10.0,0.56,0.20,10.0,0.56
0.20,10.0,0.57,0.20,10.0,0.57
0.20,10.0,0.58,0.20,10.0,0.58
0.20,10.0,0.59,0.20,10.0,0.59
0.20,10.0,0.60,0.20,10.0,0.60
0.20,10.0,0.61,0.20,10.0,0.61
0.20,10.0,0.62,0.20,10.0,0.62
0.20,10.0,0.63,0.20,10.0,0.63
0.20,10.0,0.64,0.20,10.0,0.64
0.20,10.0,0.65,0.20,10.0,0.65
0.20,10.0,0.66,0.20,10.0,0.66
0.20,10.0,0.67,0.20,10.0,0.67
0.20,10.0,0.68,0.20,10.0,0.68
0.20,10.0,0.69,0.20,10.0,0.69
0.20,10.0,0.70,0.20,10.0,0.70
0.20,10.0,0.71,0.20,10.0,0.71
0.20,10.0,0.72,0.20,10.0,0.72
0.20,10.0,0.73,0.20,10.0,0.73
0.20,10.0,0.74,0.20,10.0,0.74
0.20,10.0,0.75,0.20,10.0,0.75
0.20,10.0,0.76,0.20,10.0,0.76
0.20,10.0,0.77,0.20,10.0,0.77
0.20,10.0,0.78,0.20,10.0,0.78
0.20,10.0,0.79,0.20,10.0,0.79
0.20,10.0,0.80,0.20,10.0,0.80
0.20,10.0,0.81,0.20,10.0,0.81
0.20,10.0,0.82,0.20,10.0,0.82
0.20,10.0,0.83,0.20,10.0,0.83
0.20,10.0,0.84,0.20,10.0,0.84
0.20,10.0,0.85,0.20,10.0,0.85
0.20,10.0,0.86,0.20,10.0,0.86
0.20,10.0,0.87,0.20,10.0,0.87
0.20,10.0,0.88,0.20,10.0,0.88
0.20,10.0,0.89,0.20,10.0,0.89
0.20,10.0,0.90,0.20,10.0,0.90
0.20,10.0,0.91,0.20,10.0,0.91
0.20,10.0,0.92,0.20,10.0,0.92
0.20,10.0,0.93,0.20,10.0,0.93
0.20,10.0,0.94,0.20,10.0,0.94
0.20,10.0,0.95,0.20,10.0,0.95
0.20,10.0,0.96,0.20,10.0,0.96
0.20,10.0,0.97,0.20,10.0,0.97
0.20,10.0,0.98,0.20,10.0,0.98
0.20,10.0,0.99,0.20,10.0,0.99
0.20,10.0,0.100,0.20,10.0,0.100
0.20,10.0,0.101,0.20,10.0,0.101
0.20,10.0,0.102,0.20,10.0,0.102
0.20,10.0,0.103,0.20,10.0,0.103
0.20,15.0,0.104,0.20,15.0,0.104
0.20,15.0,0.105,0.20,15.0,0.105
0.20,15.0,0.106,0.20,15.0,0.106
0.20,15.0,0.107,0.20,15.0,0.107
0.20,15.0,0.108,0.20,15.0,0.108
0.20,15.0,0.109,0.20,15.0,0.109
0.20,15.0,0.110,0.20,15.0,0.110
0.20,15.0,0.111,0.20,15.0,0.111
0.20,15.0,0.112,0.20,15.0,0.112
0.20,15.0,0.113,0.20,15.0,0.113
0.20,15.0,0.114,0.20,15.0,0.114
0.20,15.0,0.115,0.20,15.0,0.115
0.20,15.0,0.116,0.20,15.0,0.116
0.20,15.0,0.117,0.20,15.0,0.117
0.20,15.0,0.118,0.20,15.0,0.118
0.20,15.0,0.119,0.20,15.0,0.119
0.20,15.0,0.120,0.20,15.0,0.120
0.20,15.0,0.121,0.20,15.0,0.121
0.20,15.0,0.122,0.20,15.0,0.122
0.20,15.0,0.123,0.20,15.0,0.123
0.20,15.0,0.124,0.20,15.0,0.124
0.20,15.0,0.125,0.20,15.0,0.125
0.20,15.0,0.126,0.20,15.0,0.126
0.20,15.0,0.127,0.20,15.0,0.127
0.20,15.0,0.128,0.20,15.0,0.128
0.20,15.0,0.129,0.20,15.0,0.129
0.20,15.0,0.130,0.20,15.0,0.130
0.20,15.0,0.131,0.20,15.0,0.131
0.20,15.0,0.132,0.20,15.0,0.132
0.20,15.0,0.133,0.20,15.0,0.133
0.20,15.0,0.134,0.20,15.0,0.134
0.20,15.0,0.135,0.20,15.0,0.135
0.20,15.0,0.136,0.20,15.0,0.136
0.20,15.0,0.137,0.20,15.0,0.137
0.20,15.0,0.138,0.20,15.0,0.138
0.20,15.0,0.139,0.20,15.0,0.139
0.20,15.0,0.140,0.20,15.0,0.140
0.20,15.0,0.141,0.20,15.0,0.141
0.20,15.0,0.142,0.20,15.0,0.142
0.20,15.0,0.143,0.20,15.0,0.143
0.20,15.0,0.144,0.20,15.0,0.144
0.20,15.0,0.145,0.20,15.0,0.145
0.20,15.0,0.146,0.20,15.0,0.146
